,id,category,car_make,car_model,car_year,section_width,aspect_ratio,rim_size,created_at,updated_at,width,diameter
7404,7405,,MITSUBISHI,ASX,2010,215,55,R18,2022-12-01 16:13:00,,215,R18
7405,7406,,MITSUBISHI,,2022,165,65,R14,2022-12-01 16:13:00,,165,R14
7406,7407,,MITSUBISHI,,2022,175,65,R14,2022-12-01 16:13:00,,175,R14
7407,7408,,MITSUBISHI,,2022,185,55,R15,2022-12-01 16:13:00,,185,R15
7408,7409,,MITSUBISHI,,2022,195,45,R16,2022-12-01 16:13:00,,195,R16
7409,7410,,MITSUBISHI,,2021,165,65,R14,2022-12-01 16:13:00,,165,R14
7410,7411,,MITSUBISHI,,2021,175,65,R14,2022-12-01 16:13:00,,175,R14
7411,7412,,MITSUBISHI,,2021,185,55,R15,2022-12-01 16:13:00,,185,R15
7412,7413,,MITSUBISHI,,2021,195,45,R16,2022-12-01 16:13:00,,195,R16
7413,7414,,MITSUBISHI,,2020,165,65,R14,2022-12-01 16:13:00,,165,R14
7414,7415,,MITSUBISHI,,2020,175,65,R14,2022-12-01 16:13:00,,175,R14
7415,7416,,MITSUBISHI,,2020,185,55,R15,2022-12-01 16:13:00,,185,R15
7416,7417,,MITSUBISHI,,2020,195,45,R16,2022-12-01 16:13:00,,195,R16
7417,7418,,MITSUBISHI,,2019,165,65,R14,2022-12-01 16:13:00,,165,R14
7418,7419,,MITSUBISHI,,2019,175,65,R14,2022-12-01 16:13:00,,175,R14
7419,7420,,MITSUBISHI,,2019,185,55,R15,2022-12-01 16:13:00,,185,R15
7420,7421,,MITSUBISHI,,2019,195,45,R16,2022-12-01 16:13:00,,195,R16
7421,7422,,MITSUBISHI,,2018,165,65,R14,2022-12-01 16:13:00,,165,R14
7422,7423,,MITSUBISHI,,2018,175,65,R14,2022-12-01 16:13:00,,175,R14
7423,7424,,MITSUBISHI,,2018,185,55,R15,2022-12-01 16:13:00,,185,R15
7424,7425,,MITSUBISHI,,2018,195,45,R16,2022-12-01 16:13:00,,195,R16
7425,7426,,MITSUBISHI,,2017,165,65,R14,2022-12-01 16:13:00,,165,R14
7426,7427,,MITSUBISHI,,2017,175,65,R14,2022-12-01 16:13:00,,175,R14
7427,7428,,MITSUBISHI,,2017,185,55,R15,2022-12-01 16:13:00,,185,R15
7428,7429,,MITSUBISHI,,2017,195,45,R16,2022-12-01 16:13:00,,195,R16
7429,7430,,MITSUBISHI,,2016,165,65,R14,2022-12-01 16:13:00,,165,R14
7430,7431,,MITSUBISHI,,2016,175,65,R14,2022-12-01 16:13:00,,175,R14
7431,7432,,MITSUBISHI,,2016,185,55,R15,2022-12-01 16:13:00,,185,R15
7432,7433,,MITSUBISHI,,2016,195,45,R16,2022-12-01 16:13:00,,195,R16
7433,7434,,MITSUBISHI,,2015,165,65,R14,2022-12-01 16:13:00,,165,R14
7434,7435,,MITSUBISHI,,2015,175,65,R14,2022-12-01 16:13:00,,175,R14
7435,7436,,MITSUBISHI,,2015,185,55,R15,2022-12-01 16:13:00,,185,R15
7436,7437,,MITSUBISHI,,2015,195,45,R16,2022-12-01 16:13:00,,195,R16
7437,7438,,MITSUBISHI,,2014,165,65,R14,2022-12-01 16:13:00,,165,R14
7438,7439,,MITSUBISHI,,2014,175,65,R14,2022-12-01 16:13:00,,175,R14
7439,7440,,MITSUBISHI,,2014,185,55,R15,2022-12-01 16:13:00,,185,R15
7440,7441,,MITSUBISHI,,2014,195,45,R16,2022-12-01 16:13:00,,195,R16
7441,7442,,MITSUBISHI,,2013,165,65,R14,2022-12-01 16:13:00,,165,R14
7442,7443,,MITSUBISHI,,2013,175,65,R14,2022-12-01 16:13:00,,175,R14
7443,7444,,MITSUBISHI,,2013,185,55,R15,2022-12-01 16:13:00,,185,R15
7444,7445,,MITSUBISHI,,2013,195,45,R16,2022-12-01 16:13:00,,195,R16
7445,7446,,MITSUBISHI,COLT,2022,175,65,R14,2022-12-01 16:13:00,,175,R14
7446,7447,,MITSUBISHI,COLT,2022,185,55,R15,2022-12-01 16:13:00,,185,R15
7447,7448,,MITSUBISHI,COLT,2021,175,65,R14,2022-12-01 16:13:00,,175,R14
7448,7449,,MITSUBISHI,COLT,2021,185,55,R15,2022-12-01 16:13:00,,185,R15
7449,7450,,MITSUBISHI,COLT,2020,175,65,R14,2022-12-01 16:13:00,,175,R14
7450,7451,,MITSUBISHI,COLT,2020,185,55,R15,2022-12-01 16:13:00,,185,R15
7451,7452,,MITSUBISHI,COLT,2019,175,65,R14,2022-12-01 16:13:00,,175,R14
7452,7453,,MITSUBISHI,COLT,2019,185,55,R15,2022-12-01 16:13:00,,185,R15
7453,7454,,MITSUBISHI,COLT,2018,175,65,R14,2022-12-01 16:13:00,,175,R14
7454,7455,,MITSUBISHI,COLT,2018,185,55,R15,2022-12-01 16:13:00,,185,R15
7455,7456,,MITSUBISHI,COLT,2017,175,65,R14,2022-12-01 16:13:00,,175,R14
7456,7457,,MITSUBISHI,COLT,2017,185,55,R15,2022-12-01 16:13:00,,185,R15
7457,7458,,MITSUBISHI,COLT,2016,175,65,R14,2022-12-01 16:13:00,,175,R14
7458,7459,,MITSUBISHI,COLT,2016,185,55,R15,2022-12-01 16:13:00,,185,R15
7459,7460,,MITSUBISHI,COLT,2015,175,65,R14,2022-12-01 16:13:00,,175,R14
7460,7461,,MITSUBISHI,COLT,2015,185,55,R15,2022-12-01 16:13:00,,185,R15
7461,7462,,MITSUBISHI,COLT,2014,175,65,R14,2022-12-01 16:13:00,,175,R14
7462,7463,,MITSUBISHI,COLT,2014,185,55,R15,2022-12-01 16:13:00,,185,R15
7463,7464,,MITSUBISHI,COLT,2013,175,65,R14,2022-12-01 16:13:00,,175,R14
7464,7465,,MITSUBISHI,COLT,2013,185,55,R15,2022-12-01 16:13:00,,185,R15
7465,7466,,MITSUBISHI,COLT,2012,175,65,R14,2022-12-01 16:13:00,,175,R14
7466,7467,,MITSUBISHI,COLT,2012,185,55,R15,2022-12-01 16:13:00,,185,R15
7467,7468,,MITSUBISHI,COLT,2011,175,65,R14,2022-12-01 16:13:00,,175,R14
7468,7469,,MITSUBISHI,COLT,2011,185,55,R15,2022-12-01 16:13:00,,185,R15
7469,7470,,MITSUBISHI,COLT,2010,175,65,R14,2022-12-01 16:13:00,,175,R14
7470,7471,,MITSUBISHI,COLT,2010,185,55,R15,2022-12-01 16:13:00,,185,R15
7471,7472,,MITSUBISHI,COLT,2009,175,65,R14,2022-12-01 16:13:00,,175,R14
7472,7473,,MITSUBISHI,COLT,2009,185,55,R15,2022-12-01 16:13:00,,185,R15
7473,7474,,MITSUBISHI,COLT,2008,185,55,R15,2022-12-01 16:13:00,,185,R15
7474,7475,,MITSUBISHI,COLT,2008,175,65,R14,2022-12-01 16:13:00,,175,R14
7475,7476,,MITSUBISHI,COLT,2007,185,55,R15,2022-12-01 16:13:00,,185,R15
7476,7477,,MITSUBISHI,COLT,2007,175,65,R14,2022-12-01 16:13:00,,175,R14
7477,7478,,MITSUBISHI,COLT,2006,185,55,R15,2022-12-01 16:13:00,,185,R15
7478,7479,,MITSUBISHI,COLT,2005,175,65,R14,2022-12-01 16:13:00,,175,R14
7479,7480,,MITSUBISHI,COLT,2005,185,55,R15,2022-12-01 16:13:00,,185,R15
7480,7481,,MITSUBISHI,COLT,2004,175,65,R14,2022-12-01 16:13:00,,175,R14
7481,7482,,MITSUBISHI,COLT,2004,185,55,R15,2022-12-01 16:13:00,,185,R15
7482,7483,,MITSUBISHI,ECLIPSE CROSS,2022,215,70,R16,2022-12-01 16:13:00,,215,R16
7483,7484,,MITSUBISHI,ECLIPSE CROSS,2022,225,55,R18,2022-12-01 16:13:00,,225,R18
7484,7485,,MITSUBISHI,ECLIPSE CROSS,2022,215,65,R17,2022-12-01 16:13:00,,215,R17
7485,7486,,MITSUBISHI,ECLIPSE CROSS,2022,235,50,R19,2022-12-01 16:13:00,,235,R19
7486,7487,,MITSUBISHI,ECLIPSE CROSS,2021,215,70,R16,2022-12-01 16:13:00,,215,R16
7487,7488,,MITSUBISHI,ECLIPSE CROSS,2021,225,55,R18,2022-12-01 16:13:00,,225,R18
7488,7489,,MITSUBISHI,ECLIPSE CROSS,2021,215,65,R17,2022-12-01 16:13:00,,215,R17
7489,7490,,MITSUBISHI,ECLIPSE CROSS,2021,235,50,R19,2022-12-01 16:13:00,,235,R19
7490,7491,,MITSUBISHI,ECLIPSE CROSS,2020,215,70,R16,2022-12-01 16:13:00,,215,R16
7491,7492,,MITSUBISHI,ECLIPSE CROSS,2020,225,55,R18,2022-12-01 16:13:00,,225,R18
7492,7493,,MITSUBISHI,ECLIPSE CROSS,2020,215,65,R17,2022-12-01 16:13:00,,215,R17
7493,7494,,MITSUBISHI,ECLIPSE CROSS,2020,235,50,R19,2022-12-01 16:13:00,,235,R19
7494,7495,,MITSUBISHI,ECLIPSE CROSS,2019,215,70,R16,2022-12-01 16:13:00,,215,R16
7495,7496,,MITSUBISHI,ECLIPSE CROSS,2019,225,55,R18,2022-12-01 16:13:00,,225,R18
7496,7497,,MITSUBISHI,ECLIPSE CROSS,2019,215,65,R17,2022-12-01 16:13:00,,215,R17
7497,7498,,MITSUBISHI,ECLIPSE CROSS,2019,235,50,R19,2022-12-01 16:13:00,,235,R19
7498,7499,,MITSUBISHI,ECLIPSE CROSS,2018,215,70,R16,2022-12-01 16:13:00,,215,R16
7499,7500,,MITSUBISHI,ECLIPSE CROSS,2018,225,55,R18,2022-12-01 16:13:00,,225,R18
7500,7501,,MITSUBISHI,ECLIPSE CROSS,2018,215,65,R17,2022-12-01 16:13:00,,215,R17
7501,7502,,MITSUBISHI,ECLIPSE CROSS,2018,235,50,R19,2022-12-01 16:13:00,,235,R19
7502,7503,,MITSUBISHI,ECLIPSE CROSS,2017,215,70,R16,2022-12-01 16:13:00,,215,R16
7503,7504,,MITSUBISHI,ECLIPSE CROSS,2017,225,55,R18,2022-12-01 16:13:00,,225,R18
7504,7505,,MITSUBISHI,ECLIPSE CROSS,2017,215,65,R17,2022-12-01 16:13:00,,215,R17
7505,7506,,MITSUBISHI,ECLIPSE CROSS,2017,235,50,R19,2022-12-01 16:13:00,,235,R19
7506,7507,,MITSUBISHI,SPACE FRAME,2022,155,65,R14,2022-12-01 16:13:00,,155,R14
7507,7508,,MITSUBISHI,SPACE FRAME,2022,165,55,R15,2022-12-01 16:13:00,,165,R15
7508,7509,,MITSUBISHI,SPACE FRAME,2021,155,65,R14,2022-12-01 16:13:00,,155,R14
7509,7510,,MITSUBISHI,SPACE FRAME,2021,165,55,R15,2022-12-01 16:13:00,,165,R15
7510,7511,,MITSUBISHI,SPACE FRAME,2020,155,65,R14,2022-12-01 16:13:00,,155,R14
7511,7512,,MITSUBISHI,SPACE FRAME,2020,165,55,R15,2022-12-01 16:13:00,,165,R15
7512,7513,,MITSUBISHI,SPACE FRAME,2019,155,65,R14,2022-12-01 16:13:00,,155,R14
7513,7514,,MITSUBISHI,SPACE FRAME,2019,165,55,R15,2022-12-01 16:13:00,,165,R15
7514,7515,,MITSUBISHI,SPACE FRAME,2018,155,65,R14,2022-12-01 16:13:00,,155,R14
7515,7516,,MITSUBISHI,SPACE FRAME,2018,165,55,R15,2022-12-01 16:13:00,,165,R15
7516,7517,,MITSUBISHI,SPACE FRAME,2017,155,65,R14,2022-12-01 16:13:00,,155,R14
7517,7518,,MITSUBISHI,SPACE FRAME,2017,165,55,R15,2022-12-01 16:13:00,,165,R15
7518,7519,,MITSUBISHI,SPACE FRAME,2016,155,65,R14,2022-12-01 16:13:00,,155,R14
7519,7520,,MITSUBISHI,SPACE FRAME,2016,165,55,R15,2022-12-01 16:13:00,,165,R15
7520,7521,,MITSUBISHI,SPACE FRAME,2015,155,65,R14,2022-12-01 16:13:00,,155,R14
7521,7522,,MITSUBISHI,SPACE FRAME,2015,165,55,R15,2022-12-01 16:13:00,,165,R15
7522,7523,,MITSUBISHI,SPACE FRAME,2014,155,65,R14,2022-12-01 16:13:00,,155,R14
7523,7524,,MITSUBISHI,SPACE FRAME,2014,165,55,R15,2022-12-01 16:13:00,,165,R15
7524,7525,,MITSUBISHI,WAGON R,2022,155,65,R14,2022-12-01 16:13:00,,155,R14
7525,7526,,MITSUBISHI,WAGON R,2022,165,55,R15,2022-12-01 16:13:00,,165,R15
7526,7527,,MITSUBISHI,WAGON R,2021,155,65,R14,2022-12-01 16:13:00,,155,R14
7527,7528,,MITSUBISHI,WAGON R,2021,165,55,R15,2022-12-01 16:13:00,,165,R15
7528,7529,,MITSUBISHI,WAGON R,2020,155,65,R14,2022-12-01 16:13:00,,155,R14
7529,7530,,MITSUBISHI,WAGON R,2020,165,55,R15,2022-12-01 16:13:00,,165,R15
7530,7531,,MITSUBISHI,WAGON R,2019,155,65,R14,2022-12-01 16:13:00,,155,R14
7531,7532,,MITSUBISHI,WAGON R,2019,165,55,R15,2022-12-01 16:13:00,,165,R15
7532,7533,,MITSUBISHI,WAGON R,2018,155,65,R14,2022-12-01 16:13:00,,155,R14
7533,7534,,MITSUBISHI,WAGON R,2018,165,55,R15,2022-12-01 16:13:00,,165,R15
7534,7535,,MITSUBISHI,WAGON R,2017,155,65,R14,2022-12-01 16:13:00,,155,R14
7535,7536,,MITSUBISHI,WAGON R,2017,165,55,R15,2022-12-01 16:13:00,,165,R15
7536,7537,,MITSUBISHI,WAGON R,2016,155,65,R14,2022-12-01 16:13:00,,155,R14
7537,7538,,MITSUBISHI,WAGON R,2016,165,55,R15,2022-12-01 16:13:00,,165,R15
7538,7539,,MITSUBISHI,WAGON R,2015,155,65,R14,2022-12-01 16:13:00,,155,R14
7539,7540,,MITSUBISHI,WAGON R,2015,165,55,R15,2022-12-01 16:13:00,,165,R15
7540,7541,,MITSUBISHI,WAGON R,2015,155,65,R14,2022-12-01 16:13:00,,155,R14
7541,7542,,MITSUBISHI,WAGON R,2015,165,55,R15,2022-12-01 16:13:00,,165,R15
7542,7543,,MITSUBISHI,WAGON R,2014,155,65,R14,2022-12-01 16:13:00,,155,R14
7543,7544,,MITSUBISHI,WAGON R,2014,165,55,R15,2022-12-01 16:13:00,,165,R15
7544,7545,,MITSUBISHI,WAGON R,2013,155,65,R14,2022-12-01 16:13:00,,155,R14
7545,7546,,MITSUBISHI,WAGON R,2013,165,55,R15,2022-12-01 16:13:00,,165,R15
7546,7547,,MITSUBISHI,WAGON R,2013,155,65,R13,2022-12-01 16:13:00,,155,R13
7547,7548,,MITSUBISHI,WAGON R,2013,165,55,R14,2022-12-01 16:13:00,,165,R14
7548,7549,,MITSUBISHI,WAGON R,2012,155,65,R13,2022-12-01 16:13:00,,155,R13
7549,7550,,MITSUBISHI,WAGON R,2012,165,55,R14,2022-12-01 16:13:00,,165,R14
7550,7551,,MITSUBISHI,WAGON R,2011,155,65,R13,2022-12-01 16:13:00,,155,R13
7551,7552,,MITSUBISHI,WAGON R,2011,165,55,R14,2022-12-01 16:13:00,,165,R14
7552,7553,,MITSUBISHI,WAGON R,2010,155,65,R13,2022-12-01 16:13:00,,155,R13
7553,7554,,MITSUBISHI,WAGON R,2010,165,55,R14,2022-12-01 16:13:00,,165,R14
7554,7555,,MITSUBISHI,WAGON R,2009,155,65,R13,2022-12-01 16:13:00,,155,R13
7555,7556,,MITSUBISHI,WAGON R,2009,165,55,R14,2022-12-01 16:13:00,,165,R14
7556,7557,,MITSUBISHI,WAGON R,2008,155,65,R13,2022-12-01 16:13:00,,155,R13
7557,7558,,MITSUBISHI,WAGON R,2008,165,55,R14,2022-12-01 16:13:00,,165,R14
7558,7559,,MITSUBISHI,WAGON R,2007,155,65,R13,2022-12-01 16:13:00,,155,R13
7559,7560,,MITSUBISHI,WAGON R,2007,165,55,R14,2022-12-01 16:13:00,,165,R14
7560,7561,,MITSUBISHI,WAGON R,2006,155,65,R13,2022-12-01 16:13:00,,155,R13
7561,7562,,MITSUBISHI,WAGON R,2006,165,55,R14,2022-12-01 16:13:00,,165,R14
7562,7563,,MITSUBISHI,WAGON R,2005,155,65,R13,2022-12-01 16:13:00,,155,R13
7563,7564,,MITSUBISHI,WAGON R,2005,165,55,R14,2022-12-01 16:13:00,,165,R14
7564,7565,,MITSUBISHI,WAGON R,2004,155,65,R13,2022-12-01 16:13:00,,155,R13
7565,7566,,MITSUBISHI,WAGON R,2004,165,55,R14,2022-12-01 16:13:00,,165,R14
7566,7567,,MITSUBISHI,WAGON R,2003,155,65,R13,2022-12-01 16:13:00,,155,R13
7567,7568,,MITSUBISHI,WAGON R,2003,165,55,R14,2022-12-01 16:13:00,,165,R14
7568,7569,,MITSUBISHI,WAGON R,2002,155,65,R13,2022-12-01 16:13:00,,155,R13
7569,7570,,MITSUBISHI,WAGON R,2002,165,55,R14,2022-12-01 16:13:00,,165,R14
7570,7571,,MITSUBISHI,WAGON R,2001,155,65,R13,2022-12-01 16:13:00,,155,R13
7571,7572,,MITSUBISHI,WAGON R,2001,165,55,R14,2022-12-01 16:13:00,,165,R14
7572,7573,,MITSUBISHI,MU-X,2022,165,55,R15,2022-12-01 16:13:00,,165,R15
7573,7574,,MITSUBISHI,MU-X,2022,155,65,R14,2022-12-01 16:13:00,,155,R14
7574,7575,,MITSUBISHI,MU-X,2021,165,55,R15,2022-12-01 16:13:00,,165,R15
7575,7576,,MITSUBISHI,MU-X,2021,155,65,R14,2022-12-01 16:13:00,,155,R14
7576,7577,,MITSUBISHI,MU-X,2020,165,55,R15,2022-12-01 16:13:00,,165,R15
7577,7578,,MITSUBISHI,MU-X,2020,155,65,R14,2022-12-01 16:13:00,,155,R14
7578,7579,,MITSUBISHI,MU-X,2019,165,55,R15,2022-12-01 16:13:00,,165,R15
7579,7580,,MITSUBISHI,MU-X,2019,155,65,R14,2022-12-01 16:13:00,,155,R14
7580,7581,,MITSUBISHI,SPACE FRAME,2022,165,55,R15,2022-12-01 16:13:00,,165,R15
7581,7582,,MITSUBISHI,SPACE FRAME,2022,155,65,R14,2022-12-01 16:13:00,,155,R14
7582,7583,,MITSUBISHI,SPACE FRAME,2021,165,55,R15,2022-12-01 16:13:00,,165,R15
7583,7584,,MITSUBISHI,SPACE FRAME,2021,155,65,R14,2022-12-01 16:13:00,,155,R14
7584,7585,,MITSUBISHI,SPACE FRAME,2020,165,55,R15,2022-12-01 16:13:00,,165,R15
7585,7586,,MITSUBISHI,SPACE FRAME,2020,155,65,R14,2022-12-01 16:13:00,,155,R14
7586,7587,,MITSUBISHI,EXPRESS,2022,LT215,65,R16,2022-12-01 16:13:00,,LT215,R16
7587,7588,,MITSUBISHI,EXPRESS,2022,LT215,60,R17,2022-12-01 16:13:00,,LT215,R17
7588,7589,,MITSUBISHI,EXPRESS,2021,LT215,65,R16,2022-12-01 16:13:00,,LT215,R16
7589,7590,,MITSUBISHI,EXPRESS,2021,LT215,60,R17,2022-12-01 16:13:00,,LT215,R17
7590,7591,,MITSUBISHI,EXPRESS,2020,LT215,65,R16,2022-12-01 16:13:00,,LT215,R16
7591,7592,,MITSUBISHI,EXPRESS,2020,LT215,60,R17,2022-12-01 16:13:00,,LT215,R17
7592,7593,,MITSUBISHI,GRAND CARAVAN,2022,205,60,R16,2022-12-01 16:13:00,,205,R16
7593,7594,,MITSUBISHI,GRAND CARAVAN,2022,215,45,R18,2022-12-01 16:13:00,,215,R18
7594,7595,,MITSUBISHI,GRAND CARAVAN,2022,205,55,R17,2022-12-01 16:13:00,,205,R17
7595,7596,,MITSUBISHI,GRAND CARAVAN,2022,215,50,R17,2022-12-01 16:13:00,,215,R17
7596,7597,,MITSUBISHI,GRAND CARAVAN,2021,205,60,R16,2022-12-01 16:13:00,,205,R16
7597,7598,,MITSUBISHI,GRAND CARAVAN,2021,215,45,R18,2022-12-01 16:13:00,,215,R18
7598,7599,,MITSUBISHI,GRAND CARAVAN,2021,205,55,R17,2022-12-01 16:13:00,,205,R17
7599,7600,,MITSUBISHI,GRAND CARAVAN,2021,215,50,R17,2022-12-01 16:13:00,,215,R17
7600,7601,,MITSUBISHI,GRAND CARAVAN,2020,205,60,R16,2022-12-01 16:13:00,,205,R16
7601,7602,,MITSUBISHI,GRAND CARAVAN,2020,215,45,R18,2022-12-01 16:13:00,,215,R18
7602,7603,,MITSUBISHI,GRAND CARAVAN,2020,205,55,R17,2022-12-01 16:13:00,,205,R17
7603,7604,,MITSUBISHI,GRAND CARAVAN,2020,215,50,R17,2022-12-01 16:13:00,,215,R17
7604,7605,,MITSUBISHI,GRAND CARAVAN,2019,205,60,R16,2022-12-01 16:13:00,,205,R16
7605,7606,,MITSUBISHI,GRAND CARAVAN,2019,215,45,R18,2022-12-01 16:13:00,,215,R18
7606,7607,,MITSUBISHI,GRAND CARAVAN,2019,205,55,R17,2022-12-01 16:13:00,,205,R17
7607,7608,,MITSUBISHI,GRAND CARAVAN,2019,215,50,R17,2022-12-01 16:13:00,,215,R17
7608,7609,,MITSUBISHI,GRAND CARAVAN,2018,205,60,R16,2022-12-01 16:13:00,,205,R16
7609,7610,,MITSUBISHI,GRAND CARAVAN,2018,215,45,R18,2022-12-01 16:13:00,,215,R18
7610,7611,,MITSUBISHI,GRAND CARAVAN,2018,205,55,R17,2022-12-01 16:13:00,,205,R17
7611,7612,,MITSUBISHI,GRAND CARAVAN,2018,215,50,R17,2022-12-01 16:13:00,,215,R17
7612,7613,,MITSUBISHI,GRAND CARAVAN,2017,205,60,R16,2022-12-01 16:13:00,,205,R16
7613,7614,,MITSUBISHI,GRAND CARAVAN,2017,215,45,R18,2022-12-01 16:13:00,,215,R18
7614,7615,,MITSUBISHI,GRAND CARAVAN,2017,205,55,R17,2022-12-01 16:13:00,,205,R17
7615,7616,,MITSUBISHI,GRAND CARAVAN,2017,215,50,R17,2022-12-01 16:13:00,,215,R17
7616,7617,SUV,MITSUBISHI,,2022,245,70,R16,2022-12-01 16:13:00,,245,R16
7617,7618,SUV,MITSUBISHI,,2022,265,60,R18,2022-12-01 16:13:00,,265,R18
7618,7619,SUV,MITSUBISHI,,2022,205,80,R16,2022-12-01 16:13:00,,205,R16
7619,7620,SUV,MITSUBISHI,,2022,245,65,R17,2022-12-01 16:13:00,,245,R17
7620,7621,SUV,MITSUBISHI,,2022,265,50,R20,2022-12-01 16:13:00,,265,R20
7621,7622,SUV,MITSUBISHI,,2022,LT225,75,R16,2022-12-01 16:13:00,,LT225,R16
7622,7623,SUV,MITSUBISHI,,2022,265,70,R16,2022-12-01 16:13:00,,265,R16
7623,7624,SUV,MITSUBISHI,,2022,265,65,R17,2022-12-01 16:13:00,,265,R17
7624,7625,SUV,MITSUBISHI,,2022,265,65,R18,2022-12-01 16:13:00,,265,R18
7625,7626,SUV,MITSUBISHI,,2021,245,70,R16,2022-12-01 16:13:00,,245,R16
7626,7627,SUV,MITSUBISHI,,2021,265,60,R18,2022-12-01 16:13:00,,265,R18
7627,7628,SUV,MITSUBISHI,,2021,205,80,R16,2022-12-01 16:13:00,,205,R16
7628,7629,SUV,MITSUBISHI,,2021,245,65,R17,2022-12-01 16:13:00,,245,R17
7629,7630,SUV,MITSUBISHI,,2021,265,50,R20,2022-12-01 16:13:00,,265,R20
7630,7631,SUV,MITSUBISHI,,2021,LT225,75,R16,2022-12-01 16:13:00,,LT225,R16
7631,7632,SUV,MITSUBISHI,,2021,265,70,R16,2022-12-01 16:13:00,,265,R16
7632,7633,SUV,MITSUBISHI,,2021,265,65,R17,2022-12-01 16:13:00,,265,R17
7633,7634,SUV,MITSUBISHI,,2021,265,65,R18,2022-12-01 16:13:00,,265,R18
7634,7635,SUV,MITSUBISHI,,2020,245,70,R16,2022-12-01 16:13:00,,245,R16
7635,7636,SUV,MITSUBISHI,,2020,265,60,R18,2022-12-01 16:13:00,,265,R18
7636,7637,SUV,MITSUBISHI,,2020,205,80,R16,2022-12-01 16:13:00,,205,R16
7637,7638,SUV,MITSUBISHI,,2020,245,65,R17,2022-12-01 16:13:00,,245,R17
7638,7639,SUV,MITSUBISHI,,2020,265,50,R20,2022-12-01 16:13:00,,265,R20
7639,7640,SUV,MITSUBISHI,,2020,LT225,75,R16,2022-12-01 16:13:00,,LT225,R16
7640,7641,SUV,MITSUBISHI,,2020,265,70,R16,2022-12-01 16:13:00,,265,R16
7641,7642,SUV,MITSUBISHI,,2020,265,65,R17,2022-12-01 16:13:00,,265,R17
7642,7643,SUV,MITSUBISHI,,2020,265,65,R18,2022-12-01 16:13:00,,265,R18
7643,7644,SUV,MITSUBISHI,,2019,205,80,R16,2022-12-01 16:13:00,,205,R16
7644,7645,SUV,MITSUBISHI,,2019,245,70,R16,2022-12-01 16:13:00,,245,R16
7645,7646,SUV,MITSUBISHI,,2019,245,65,R17,2022-12-01 16:13:00,,245,R17
7646,7647,SUV,MITSUBISHI,,2019,215,70,R15,2022-12-01 16:13:00,,215,R15
7647,7648,SUV,MITSUBISHI,,2019,205,75,R16,2022-12-01 16:13:00,,205,R16
7648,7649,SUV,MITSUBISHI,,2019,265,60,R18,2022-12-01 16:13:00,,265,R18
7649,7650,SUV,MITSUBISHI,,2019,265,50,R20,2022-12-01 16:13:00,,265,R20
7650,7651,SUV,MITSUBISHI,,2019,LT225,75,R16,2022-12-01 16:13:00,,LT225,R16
7651,7652,SUV,MITSUBISHI,,2019,265,70,R16,2022-12-01 16:13:00,,265,R16
7652,7653,SUV,MITSUBISHI,,2019,265,65,R17,2022-12-01 16:13:00,,265,R17
7653,7654,SUV,MITSUBISHI,,2019,265,65,R18,2022-12-01 16:13:00,,265,R18
7654,7655,SUV,MITSUBISHI,,2018,205,80,R16,2022-12-01 16:13:00,,205,R16
7655,7656,SUV,MITSUBISHI,,2018,245,70,R16,2022-12-01 16:13:00,,245,R16
7656,7657,SUV,MITSUBISHI,,2018,245,65,R17,2022-12-01 16:13:00,,245,R17
7657,7658,SUV,MITSUBISHI,,2018,215,70,R15,2022-12-01 16:13:00,,215,R15
7658,7659,SUV,MITSUBISHI,,2018,205,75,R16,2022-12-01 16:13:00,,205,R16
7659,7660,SUV,MITSUBISHI,,2018,LT225,75,R16,2022-12-01 16:13:00,,LT225,R16
7660,7661,SUV,MITSUBISHI,,2018,265,70,R16,2022-12-01 16:13:00,,265,R16
7661,7662,SUV,MITSUBISHI,,2018,265,65,R17,2022-12-01 16:13:00,,265,R17
7662,7663,SUV,MITSUBISHI,,2018,265,65,R18,2022-12-01 16:13:00,,265,R18
7663,7664,SUV,MITSUBISHI,,2017,205,80,R16,2022-12-01 16:13:00,,205,R16
7664,7665,SUV,MITSUBISHI,,2017,245,70,R16,2022-12-01 16:13:00,,245,R16
7665,7666,SUV,MITSUBISHI,,2017,245,65,R17,2022-12-01 16:13:00,,245,R17
7666,7667,SUV,MITSUBISHI,,2017,215,70,R15,2022-12-01 16:13:00,,215,R15
7667,7668,SUV,MITSUBISHI,,2017,205,75,R16,2022-12-01 16:13:00,,205,R16
7668,7669,SUV,MITSUBISHI,,2017,LT225,75,R16,2022-12-01 16:13:00,,LT225,R16
7669,7670,SUV,MITSUBISHI,,2017,265,70,R16,2022-12-01 16:13:00,,265,R16
7670,7671,SUV,MITSUBISHI,,2017,265,65,R17,2022-12-01 16:13:00,,265,R17
7671,7672,SUV,MITSUBISHI,,2017,265,65,R18,2022-12-01 16:13:00,,265,R18
7672,7673,SUV,MITSUBISHI,,2016,205,80,R16,2022-12-01 16:13:00,,205,R16
7673,7674,SUV,MITSUBISHI,,2016,245,70,R16,2022-12-01 16:13:00,,245,R16
7674,7675,SUV,MITSUBISHI,,2016,245,65,R17,2022-12-01 16:13:00,,245,R17
7675,7676,SUV,MITSUBISHI,,2016,215,70,R15,2022-12-01 16:13:00,,215,R15
7676,7677,SUV,MITSUBISHI,,2016,205,75,R16,2022-12-01 16:13:00,,205,R16
